X, Result
0.0, 0.006925270707505135
0.25, 0.2502118291919484
0.5, 0.4804730351924642
0.75, 0.6819924491283974
1.0, 0.8415767328906948
1.25, 0.9490117863886401
1.5, 0.9975007316417752
1.75, 0.9839868846577682
2.0, 0.909297533447561
2.25, 0.7780732039424053
