X, Result
0.0, 0.9999964574282637
0.25, 1.0320659711213218
0.5, 1.1393988920577192
0.75, 1.3662255941189518
1.0, 1.8481520549186903
1.25, 3.149948325175634
1.5, 13.13344694604661
1.75, -6.039048681028853
2.0, -2.575195659493621
2.25, -1.7535993282583235
