X, Result
0.0, 144.39868739228754
0.25, 3.9966136022803957
0.5, 2.0812822505209425
0.75, 1.4662918941082468
1.0, 1.1882457783322313
1.25, 1.0537276926827115
1.5, 1.0025055303509516
1.75, 1.0162737081071982
2.0, 1.099750041340753
2.25, 1.285226113601031
