X, Result
0.1, -2.0526181812074955
0.35, -0.9556209178444973
0.6, -0.4650212186240588
0.85, -0.14794629302107506
1.1, 0.0867639716358751
1.35, 0.27319501849388445
1.6, 0.42785964738892296
1.85, 0.5600232956658018
2.1, 0.6754077322660671
2.35, 0.7777934582965547
