X, Result
0.0, 0.0069252461742368605
0.25, 0.25823511448103054
0.5, 0.5474504439619032
0.75, 0.9317555389950838
1.0, 1.5553617682636953
1.25, 2.989338087106834
1.5, 13.10062293765993
1.75, -5.942344697942185
2.0, -2.341619061322415
2.25, -1.3644286477692036
